token,count,frequencyPer100Comment,frequencyPer100Token
ever,19,0.8475,0.1036
then,19,0.8475,0.1036
them,19,0.8475,0.1036
make,19,0.8475,0.1036
people,19,0.8475,0.1036
man,19,0.8475,0.1036
es,19,0.8475,0.1036
follow,19,0.8475,0.1036
always,19,0.8475,0.1036
great,19,0.8475,0.1036
when,18,0.8029,0.0982
thank,18,0.8029,0.0982
proud,18,0.8029,0.0982
see,18,0.8029,0.0982
nice,18,0.8029,0.0982
apple,18,0.8029,0.0982
give,17,0.7583,0.0927
they,17,0.7583,0.0927
watch,17,0.7583,0.0927
has,17,0.7583,0.0927
el,17,0.7583,0.0927
say,17,0.7583,0.0927
take,17,0.7583,0.0927
being,17,0.7583,0.0927
look,17,0.7583,0.0927
also,17,0.7583,0.0927
download,17,0.7583,0.0927
which,17,0.7583,0.0927
after,16,0.7136,0.0873
free,16,0.7136,0.0873
right,16,0.7136,0.0873
who,16,0.7136,0.0873
support,16,0.7136,0.0873
jelena,16,0.7136,0.0873
ya,16,0.7136,0.0873
wow,16,0.7136,0.0873
fuck,16,0.7136,0.0873
sorry,15,0.6690,0.0818
mi,15,0.6690,0.0818
got,15,0.6690,0.0818
youre,15,0.6690,0.0818
email,15,0.6690,0.0818
than,15,0.6690,0.0818
help,15,0.6690,0.0818
let,15,0.6690,0.0818
hope,15,0.6690,0.0818
ver,14,0.6244,0.0764
heart,14,0.6244,0.0764
amo,14,0.6244,0.0764
am,14,0.6244,0.0764
everyone,14,0.6244,0.0764
😍,14,0.6244,0.0764
ur,14,0.6244,0.0764
try,14,0.6244,0.0764
lo,14,0.6244,0.0764
should,14,0.6244,0.0764
been,14,0.6244,0.0764
hi,14,0.6244,0.0764
❤️,13,0.5798,0.0709
shit,13,0.5798,0.0709
friend,13,0.5798,0.0709
nativetemplates,13,0.5798,0.0709
husband,13,0.5798,0.0709
prophet,13,0.5798,0.0709
by,13,0.5798,0.0709
keep,13,0.5798,0.0709
other,13,0.5798,0.0709
never,12,0.5352,0.0655
had,12,0.5352,0.0655
id,12,0.5352,0.0655
ella,12,0.5352,0.0655
did,12,0.5352,0.0655
address,12,0.5352,0.0655
thru,12,0.5352,0.0655
mas,12,0.5352,0.0655
going,12,0.5352,0.0655
lol,12,0.5352,0.0655
bless,12,0.5352,0.0655
feel,12,0.5352,0.0655
para,12,0.5352,0.0655
most,12,0.5352,0.0655
illuminati,12,0.5352,0.0655
testified,12,0.5352,0.0655
lot,12,0.5352,0.0655
face,12,0.5352,0.0655
spell,12,0.5352,0.0655
end,11,0.4906,0.0600
bad,11,0.4906,0.0600
eres,11,0.4906,0.0600
plz,11,0.4906,0.0600
si,11,0.4906,0.0600
moms,11,0.4906,0.0600
name,11,0.4906,0.0600
looking,11,0.4906,0.0600
real,11,0.4906,0.0600
woman,11,0.4906,0.0600
yo,11,0.4906,0.0600
put,11,0.4906,0.0600
knoe,11,0.4906,0.0600
d,11,0.4906,0.0600
un,11,0.4906,0.0600
find,11,0.4906,0.0600
❤❤❤❤,11,0.4906,0.0600
😍😍😍,11,0.4906,0.0600
fetish,11,0.4906,0.0600
1,11,0.4906,0.0600
shes,11,0.4906,0.0600
message,10,0.4460,0.0545
news,10,0.4460,0.0545
con,10,0.4460,0.0545
things,10,0.4460,0.0545
😍😍,10,0.4460,0.0545
o,10,0.4460,0.0545
way,10,0.4460,0.0545
check,10,0.4460,0.0545
year,10,0.4460,0.0545
thing,10,0.4460,0.0545
any,10,0.4460,0.0545
por,10,0.4460,0.0545
instagram,10,0.4460,0.0545
turkey,10,0.4460,0.0545
two,10,0.4460,0.0545
click,10,0.4460,0.0545
his,10,0.4460,0.0545
fuk,10,0.4460,0.0545
anything,10,0.4460,0.0545
magic,10,0.4460,0.0545
didnt,10,0.4460,0.0545
brazil,10,0.4460,0.0545
cute,10,0.4460,0.0545
join,9,0.4014,0.0491
caster,9,0.4014,0.0491
yourself,9,0.4014,0.0491
away,9,0.4014,0.0491
adele,9,0.4014,0.0491
voice,9,0.4014,0.0491
selenator,9,0.4014,0.0491
thanks,9,0.4014,0.0491
yes,9,0.4014,0.0491
pagina,9,0.4014,0.0491
p,9,0.4014,0.0491
today,9,0.4014,0.0491
may,9,0.4014,0.0491
maybe,9,0.4014,0.0491
first,9,0.4014,0.0491
2,9,0.4014,0.0491
r,9,0.4014,0.0491
only,9,0.4014,0.0491
many,9,0.4014,0.0491
tube,9,0.4014,0.0491
mp3,9,0.4014,0.0491
through,9,0.4014,0.0491
httpswwwyoutubecomwatchvuwyaml8gfi,9,0.4014,0.0491
fagbemi,9,0.4014,0.0491
believe,9,0.4014,0.0491
sel,9,0.4014,0.0491
c,9,0.4014,0.0491
person,9,0.4014,0.0491
jesus,9,0.4014,0.0491
brought,9,0.4014,0.0491
friends,9,0.4014,0.0491
even,8,0.3568,0.0436
sobre,8,0.3568,0.0436
kids,8,0.3568,0.0436
word,8,0.3568,0.0436
ther,8,0.3568,0.0436
mean,8,0.3568,0.0436
omg,8,0.3568,0.0436
everything,8,0.3568,0.0436
comwatchvqtb11p1fwnc,8,0.3568,0.0436
old,8,0.3568,0.0436
years,8,0.3568,0.0436
still,8,0.3568,0.0436
ex,8,0.3568,0.0436
care,8,0.3568,0.0436
xx,8,0.3568,0.0436
brasil,8,0.3568,0.0436
again,8,0.3568,0.0436
tu,8,0.3568,0.0436
fashion,8,0.3568,0.0436
pray,8,0.3568,0.0436
7,8,0.3568,0.0436
hit,8,0.3568,0.0436
ytube,8,0.3568,0.0436
something,8,0.3568,0.0436
stop,8,0.3568,0.0436
perfect,8,0.3568,0.0436
2016,8,0.3568,0.0436
their,8,0.3568,0.0436
loved,8,0.3568,0.0436
words,8,0.3568,0.0436
member,8,0.3568,0.0436
wish,8,0.3568,0.0436
inspiration,8,0.3568,0.0436
curtam,7,0.3122,0.0382
enjoy,7,0.3122,0.0382
work,7,0.3122,0.0382
enter,7,0.3122,0.0382
better,7,0.3122,0.0382
went,7,0.3122,0.0382
wanted,7,0.3122,0.0382
another,7,0.3122,0.0382
listen,7,0.3122,0.0382
m,7,0.3122,0.0382
came,7,0.3122,0.0382
httpswwwyoutubecomwatchvbw3tzjk0ce,7,0.3122,0.0382
yet,7,0.3122,0.0382
super,7,0.3122,0.0382
down,7,0.3122,0.0382
true,7,0.3122,0.0382
daily,7,0.3122,0.0382
yall,7,0.3122,0.0382
says,7,0.3122,0.0382
thou,7,0.3122,0.0382
awesome,7,0.3122,0.0382
birthday,7,0.3122,0.0382
tomorrow,7,0.3122,0.0382
stupid,7,0.3122,0.0382
between,7,0.3122,0.0382
across,7,0.3122,0.0382
como,7,0.3122,0.0382
s,7,0.3122,0.0382
these,7,0.3122,0.0382
😍😍😍😍,7,0.3122,0.0382
ye,7,0.3122,0.0382
reason,7,0.3122,0.0382
part,7,0.3122,0.0382
long,7,0.3122,0.0382
link,7,0.3122,0.0382
called,7,0.3122,0.0382
send,7,0.3122,0.0382
❤,7,0.3122,0.0382
baby,7,0.3122,0.0382
meet,7,0.3122,0.0382
bieber,7,0.3122,0.0382
lover,7,0.3122,0.0382
almost,7,0.3122,0.0382
off,7,0.3122,0.0382
well,7,0.3122,0.0382
shalt,7,0.3122,0.0382
works,7,0.3122,0.0382
hate,6,0.2676,0.0327
whatsoever,6,0.2676,0.0327
😊😍😘,6,0.2676,0.0327
quieres,6,0.2676,0.0327
itunes,6,0.2676,0.0327
india,6,0.2676,0.0327
over,6,0.2676,0.0327
é,6,0.2676,0.0327
girls,6,0.2676,0.0327
evil,6,0.2676,0.0327
este,6,0.2676,0.0327
seen,6,0.2676,0.0327
rich,6,0.2676,0.0327
men,6,0.2676,0.0327
met,6,0.2676,0.0327
three,6,0.2676,0.0327
website,6,0.2676,0.0327
n,6,0.2676,0.0327
yours,6,0.2676,0.0327
vanessa,6,0.2676,0.0327
abel,6,0.2676,0.0327
interested,6,0.2676,0.0327
felt,6,0.2676,0.0327
particular,6,0.2676,0.0327
finally,6,0.2676,0.0327
crazy,6,0.2676,0.0327
such,6,0.2676,0.0327
su,6,0.2676,0.0327
😂😂,6,0.2676,0.0327
yeah,6,0.2676,0.0327
eu,6,0.2676,0.0327
💙,6,0.2676,0.0327
💋,6,0.2676,0.0327
were,6,0.2676,0.0327
online,6,0.2676,0.0327
channel,6,0.2676,0.0327
aint,6,0.2676,0.0327
je,6,0.2676,0.0327
jb,6,0.2676,0.0327
talented,6,0.2676,0.0327
gente,6,0.2676,0.0327
😘😘i,6,0.2676,0.0327
same,6,0.2676,0.0327
running,6,0.2676,0.0327
money,6,0.2676,0.0327
death,6,0.2676,0.0327
página,6,0.2676,0.0327
ok,6,0.2676,0.0327
videos,6,0.2676,0.0327
😍😘😊,6,0.2676,0.0327
tv,6,0.2676,0.0327
guna,6,0.2676,0.0327
ask,6,0.2676,0.0327
gorgeous,6,0.2676,0.0327
soon,6,0.2676,0.0327
might,6,0.2676,0.0327
button,6,0.2676,0.0327
todo,6,0.2676,0.0327
😂,6,0.2676,0.0327
rite,6,0.2676,0.0327
last,6,0.2676,0.0327
sexy,6,0.2676,0.0327
excited,6,0.2676,0.0327
emoticon,6,0.2676,0.0327
httpwwwpicpaycomconvitet7zm,6,0.2676,0.0327
private,6,0.2676,0.0327
memes,6,0.2676,0.0327
days,6,0.2676,0.0327
¡¡¡¡,6,0.2676,0.0327
against,6,0.2676,0.0327
talk,6,0.2676,0.0327
❤❤❤❤❤,6,0.2676,0.0327
mexicano,6,0.2676,0.0327
youll,6,0.2676,0.0327
taking,6,0.2676,0.0327
comment,6,0.2676,0.0327
modeling,6,0.2676,0.0327
sigue,6,0.2676,0.0327
become,6,0.2676,0.0327
buy,6,0.2676,0.0327
hd,6,0.2676,0.0327
made,6,0.2676,0.0327
problem,6,0.2676,0.0327
minha,6,0.2676,0.0327
stay,6,0.2676,0.0327
3rd,6,0.2676,0.0327
told,5,0.2230,0.0273
given,5,0.2230,0.0273
top,5,0.2230,0.0273
matter,5,0.2230,0.0273
esta,5,0.2230,0.0273
contact,5,0.2230,0.0273
earth,5,0.2230,0.0273
wtf,5,0.2230,0.0273
❤️❤️❤️,5,0.2230,0.0273
olá,5,0.2230,0.0273
left,5,0.2230,0.0273
possible,5,0.2230,0.0273
dreams,5,0.2230,0.0273
night,5,0.2230,0.0273
son,5,0.2230,0.0273
prayer,5,0.2230,0.0273
role,5,0.2230,0.0273
cool,5,0.2230,0.0273
learn,5,0.2230,0.0273
pero,5,0.2230,0.0273
mad,5,0.2230,0.0273
date,5,0.2230,0.0273
stress,5,0.2230,0.0273
remember,5,0.2230,0.0273
argentina,5,0.2230,0.0273
language,5,0.2230,0.0273
nova,5,0.2230,0.0273
open,5,0.2230,0.0273
designer,5,0.2230,0.0273
11,5,0.2230,0.0273
saw,5,0.2230,0.0273
forever,5,0.2230,0.0273
reading,5,0.2230,0.0273
where,5,0.2230,0.0273
streaming,5,0.2230,0.0273
você,5,0.2230,0.0273
those,5,0.2230,0.0273
someone,5,0.2230,0.0273
model,5,0.2230,0.0273
power,5,0.2230,0.0273
oh,5,0.2230,0.0273
favorite,5,0.2230,0.0273
start,5,0.2230,0.0273
list,5,0.2230,0.0273
family,5,0.2230,0.0273
lovers,5,0.2230,0.0273
colombia,5,0.2230,0.0273
miss,5,0.2230,0.0273
together,5,0.2230,0.0273
wonderful,5,0.2230,0.0273
option,5,0.2230,0.0273
nothing,5,0.2230,0.0273
cover,5,0.2230,0.0273
pretty,5,0.2230,0.0273
therefore,5,0.2230,0.0273
x,5,0.2230,0.0273
close,5,0.2230,0.0273
httpswwwfacebookcomjanny590774397763269,5,0.2230,0.0273
taiwan,5,0.2230,0.0273
admire,5,0.2230,0.0273
admira,5,0.2230,0.0273
big,5,0.2230,0.0273
fã,5,0.2230,0.0273
into,5,0.2230,0.0273
ontario,5,0.2230,0.0273
problems,5,0.2230,0.0273
e,5,0.2230,0.0273
having,5,0.2230,0.0273
once,5,0.2230,0.0273
young,5,0.2230,0.0273
и,5,0.2230,0.0273
others,5,0.2230,0.0273
app,5,0.2230,0.0273
ou,5,0.2230,0.0273
willing,5,0.2230,0.0273
2017,5,0.2230,0.0273
could,5,0.2230,0.0273
loves,5,0.2230,0.0273
bring,5,0.2230,0.0273
sweetie,5,0.2230,0.0273
➤,5,0.2230,0.0273
android,5,0.2230,0.0273
lupus,5,0.2230,0.0273
quiero,5,0.2230,0.0273
press,5,0.2230,0.0273
does,5,0.2230,0.0273
doesnt,5,0.2230,0.0273
idol,5,0.2230,0.0273
understand,5,0.2230,0.0273
لم,4,0.1784,0.0218
updates,4,0.1784,0.0218
tickets,4,0.1784,0.0218
tryin,4,0.1784,0.0218
holy,4,0.1784,0.0218
phone,4,0.1784,0.0218
gusta,4,0.1784,0.0218
hola,4,0.1784,0.0218
must,4,0.1784,0.0218
wrong,4,0.1784,0.0218
greek,4,0.1784,0.0218
before,4,0.1784,0.0218
mind,4,0.1784,0.0218
singer,4,0.1784,0.0218
lyrics,4,0.1784,0.0218
yeni,4,0.1784,0.0218
earn,4,0.1784,0.0218
bar,4,0.1784,0.0218
muy,4,0.1784,0.0218
lovely,4,0.1784,0.0218
jealous,4,0.1784,0.0218
amor,4,0.1784,0.0218
whats,4,0.1784,0.0218
call,4,0.1784,0.0218
especially,4,0.1784,0.0218
inside,4,0.1784,0.0218
tell,4,0.1784,0.0218
songs,4,0.1784,0.0218
vídeo,4,0.1784,0.0218
philippines,4,0.1784,0.0218
working,4,0.1784,0.0218
black,4,0.1784,0.0218
s2,4,0.1784,0.0218
write,4,0.1784,0.0218
q,4,0.1784,0.0218
hot,4,0.1784,0.0218
quite,4,0.1784,0.0218
💗,4,0.1784,0.0218
anyone,4,0.1784,0.0218
13,4,0.1784,0.0218
12,4,0.1784,0.0218
browser,4,0.1784,0.0218
performance,4,0.1784,0.0218
show,4,0.1784,0.0218
state,4,0.1784,0.0218
gee,4,0.1784,0.0218
twitter,4,0.1784,0.0218
according,4,0.1784,0.0218
trick,4,0.1784,0.0218
cast,4,0.1784,0.0218
إعذُرنى,4,0.1784,0.0218
pay,4,0.1784,0.0218
it’s,4,0.1784,0.0218
income,4,0.1784,0.0218
lady,4,0.1784,0.0218
curious,4,0.1784,0.0218
football,4,0.1784,0.0218
stand,4,0.1784,0.0218
إعذُرينى,4,0.1784,0.0218
🍅,4,0.1784,0.0218
taylor,4,0.1784,0.0218
file,4,0.1784,0.0218
deserve,4,0.1784,0.0218
liar,4,0.1784,0.0218
smile,4,0.1784,0.0218
sus,4,0.1784,0.0218
strong,4,0.1784,0.0218
pick,4,0.1784,0.0218
via,4,0.1784,0.0218
unto,4,0.1784,0.0218
states,4,0.1784,0.0218
dress,4,0.1784,0.0218
feed,4,0.1784,0.0218
sooo,4,0.1784,0.0218
health,4,0.1784,0.0218
guess,4,0.1784,0.0218
number,4,0.1784,0.0218
😘,4,0.1784,0.0218
risky,4,0.1784,0.0218
sa,4,0.1784,0.0218
relationship,4,0.1784,0.0218
solve,4,0.1784,0.0218
youmagictube,4,0.1784,0.0218
cry,4,0.1784,0.0218
httpswwwfacebookcomalgeriaadvertisingposts1062000900528055,4,0.1784,0.0218
available,4,0.1784,0.0218
alot,4,0.1784,0.0218
convert,4,0.1784,0.0218
formats,4,0.1784,0.0218
☂,4,0.1784,0.0218
i’m,4,0.1784,0.0218
3you,4,0.1784,0.0218
bin,4,0.1784,0.0218
faith,4,0.1784,0.0218
lord,4,0.1784,0.0218
httpsmfacebookcomhasanfashiondesigner1752945518258808,4,0.1784,0.0218
♥,4,0.1784,0.0218
single,4,0.1784,0.0218
nam,4,0.1784,0.0218
smiles,4,0.1784,0.0218
httpswww130092447408067facebookcomf3fbj9lb8f3fhclocationufihclocationufigroups130092447408067viewpermalinkid1225444524146444,4,0.1784,0.0218
wished,4,0.1784,0.0218
body,4,0.1784,0.0218
و,4,0.1784,0.0218
क्या,4,0.1784,0.0218
babe,4,0.1784,0.0218
high,4,0.1784,0.0218
united,4,0.1784,0.0218
2018,4,0.1784,0.0218
kiss,4,0.1784,0.0218
front,4,0.1784,0.0218
truth,4,0.1784,0.0218
doing,4,0.1784,0.0218
princess,4,0.1784,0.0218
powerful,4,0.1784,0.0218
los,4,0.1784,0.0218
able,4,0.1784,0.0218
url,4,0.1784,0.0218
जाने,4,0.1784,0.0218
viet,4,0.1784,0.0218
favor,4,0.1784,0.0218
kete,4,0.1784,0.0218
hernandez,4,0.1784,0.0218
latest,4,0.1784,0.0218
less,4,0.1784,0.0218
immediately,4,0.1784,0.0218
insert,4,0.1784,0.0218
scared,4,0.1784,0.0218
esa,4,0.1784,0.0218
к,4,0.1784,0.0218
own,4,0.1784,0.0218
selenators,4,0.1784,0.0218
biggest,4,0.1784,0.0218
incredible,4,0.1784,0.0218
mucho,3,0.1338,0.0164
igual,3,0.1338,0.0164
worth,3,0.1338,0.0164
happier,3,0.1338,0.0164
нас,3,0.1338,0.0164
faithful,3,0.1338,0.0164
httplmfacebookcomlphpuhttp3a2f2fforuboysaltervistaorg2fhotrussianbabe2fhkaqgmxfhbs1,3,0.1338,0.0164
flores,3,0.1338,0.0164
spellmoney,3,0.1338,0.0164
😂😂😂,3,0.1338,0.0164
httpsmyoutubecomwatchfeaturesharevziakfyb1abi,3,0.1338,0.0164
strike,3,0.1338,0.0164
brings,3,0.1338,0.0164
haha,3,0.1338,0.0164
hurt,3,0.1338,0.0164
mo,3,0.1338,0.0164
selenas,3,0.1338,0.0164
gifted,3,0.1338,0.0164
jungle,3,0.1338,0.0164
1000,3,0.1338,0.0164
creo,3,0.1338,0.0164
httpssweepestltkonkursas330laimekite50kvadratiniumetrunamostogodengimanemokamai,3,0.1338,0.0164
l,3,0.1338,0.0164
testimonyit,3,0.1338,0.0164
upload,3,0.1338,0.0164
wwwmusic2irancom,3,0.1338,0.0164
hermosa,3,0.1338,0.0164
written,3,0.1338,0.0164
httplfacebookcomlphpuhttp3a2f2fwwwparentingnationin2fbabyphotocontestindia2fbabynameyashikajoshi259102hnaqhzdqkgs1,3,0.1338,0.0164
already,3,0.1338,0.0164
hearing,3,0.1338,0.0164
👑,3,0.1338,0.0164
😘😘😘😘,3,0.1338,0.0164
ahmed,3,0.1338,0.0164
tree,3,0.1338,0.0164
seed,3,0.1338,0.0164
kayo,3,0.1338,0.0164
strength,3,0.1338,0.0164
genuine,3,0.1338,0.0164
blue,3,0.1338,0.0164
cabeçuda,3,0.1338,0.0164
saying,3,0.1338,0.0164
amazon,3,0.1338,0.0164
happiest,3,0.1338,0.0164
fair,3,0.1338,0.0164
decided,3,0.1338,0.0164
said,3,0.1338,0.0164
bien,3,0.1338,0.0164
country,3,0.1338,0.0164
una,3,0.1338,0.0164
não,3,0.1338,0.0164
pra,3,0.1338,0.0164
entered,3,0.1338,0.0164
testimonies,3,0.1338,0.0164
🐺,3,0.1338,0.0164
ariana,3,0.1338,0.0164
backlove,3,0.1338,0.0164
catch,3,0.1338,0.0164
haters,3,0.1338,0.0164
selly,3,0.1338,0.0164
gracias,3,0.1338,0.0164
happening,3,0.1338,0.0164
browsing,3,0.1338,0.0164
tho,3,0.1338,0.0164
spread,3,0.1338,0.0164
musicaggregation,3,0.1338,0.0164
😍😘,3,0.1338,0.0164
comments,3,0.1338,0.0164
post,3,0.1338,0.0164
publishing,3,0.1338,0.0164
becoming,3,0.1338,0.0164
6,3,0.1338,0.0164
hear,3,0.1338,0.0164
attached,3,0.1338,0.0164
novel,3,0.1338,0.0164
dear,3,0.1338,0.0164
picture,3,0.1338,0.0164
soniashe,3,0.1338,0.0164
restores,3,0.1338,0.0164
osm,3,0.1338,0.0164
ven,3,0.1338,0.0164
choice,3,0.1338,0.0164
fagbemifagbemispellcastergmailcom,3,0.1338,0.0164
posts,3,0.1338,0.0164
regret,3,0.1338,0.0164
sign,3,0.1338,0.0164
heres,3,0.1338,0.0164
meli,3,0.1338,0.0164
alone,3,0.1338,0.0164
wombcure,3,0.1338,0.0164
brethren,3,0.1338,0.0164
fake,3,0.1338,0.0164
transplant,3,0.1338,0.0164
httpstconukm2qmq2l,3,0.1338,0.0164
💖,3,0.1338,0.0164
wwwfacebookcomzahoorafridii,3,0.1338,0.0164
heard,3,0.1338,0.0164
dropped,3,0.1338,0.0164
huge,3,0.1338,0.0164
pensé,3,0.1338,0.0164
httpswwwyoutubecomwatchvch4et3m3xm,3,0.1338,0.0164
group,3,0.1338,0.0164
thanx,3,0.1338,0.0164
happened,3,0.1338,0.0164
rock,3,0.1338,0.0164
happen,3,0.1338,0.0164
album,3,0.1338,0.0164
romans,3,0.1338,0.0164
💚,3,0.1338,0.0164
honest,3,0.1338,0.0164
little,3,0.1338,0.0164
vem,3,0.1338,0.0164
x2,3,0.1338,0.0164
beber,3,0.1338,0.0164
10,3,0.1338,0.0164
15,3,0.1338,0.0164
14,3,0.1338,0.0164
16,3,0.1338,0.0164
yasss,3,0.1338,0.0164
мир,3,0.1338,0.0164
ana,3,0.1338,0.0164
slay,3,0.1338,0.0164
sad,3,0.1338,0.0164
sure,3,0.1338,0.0164
✨,3,0.1338,0.0164
truly,3,0.1338,0.0164
5xzcsdxc43hhwww8yzxdscvckafacebookcomtcgge4osjzcccczcbsw1a1dwhadffs2d5swfd5fesa32qwrhclocationufigroups464534766viewpermalinkid1196697960365078,3,0.1338,0.0164
committed,3,0.1338,0.0164
sean,3,0.1338,0.0164
marshmello,3,0.1338,0.0164
um,3,0.1338,0.0164
ways,3,0.1338,0.0164
cuando,3,0.1338,0.0164
قَال,3,0.1338,0.0164
grand,3,0.1338,0.0164
swift,3,0.1338,0.0164
beautyful,3,0.1338,0.0164
wants,3,0.1338,0.0164
hidden,3,0.1338,0.0164
sound,3,0.1338,0.0164
myself,3,0.1338,0.0164
divorcewin,3,0.1338,0.0164
cancerand,3,0.1338,0.0164
pas,3,0.1338,0.0164
selenagomez,3,0.1338,0.0164
manila,3,0.1338,0.0164
week,3,0.1338,0.0164
fukn,3,0.1338,0.0164
sickness,3,0.1338,0.0164
armour,3,0.1338,0.0164
kill,3,0.1338,0.0164
lets,3,0.1338,0.0164
around,3,0.1338,0.0164
ama,3,0.1338,0.0164
😍😍😍😭,3,0.1338,0.0164
comentarios,3,0.1338,0.0164
mood,3,0.1338,0.0164
httpswwwcompletcouk,3,0.1338,0.0164
httpsyoutubeku8k7skjmg,3,0.1338,0.0164
youve,3,0.1338,0.0164
stars,3,0.1338,0.0164
httpswwwfacebookcomzindagikekuchmeethaandkhattapalrefhl,3,0.1338,0.0164
agree,3,0.1338,0.0164
strongly,3,0.1338,0.0164
al,3,0.1338,0.0164
brandi,3,0.1338,0.0164
wwwtwittercomsourcheesecake,3,0.1338,0.0164
forget,3,0.1338,0.0164
hands,3,0.1338,0.0164
theyve,3,0.1338,0.0164
httpswwwyoutubecomwatchvrks9zmg0a,3,0.1338,0.0164
darkness,3,0.1338,0.0164
nana,3,0.1338,0.0164
suicide,3,0.1338,0.0164
interneti,3,0.1338,0.0164
thesei,3,0.1338,0.0164
site,3,0.1338,0.0164
basically,3,0.1338,0.0164
lanÇa,3,0.1338,0.0164
none,3,0.1338,0.0164
needs,3,0.1338,0.0164
court,3,0.1338,0.0164
anytime,3,0.1338,0.0164
26,3,0.1338,0.0164
20,3,0.1338,0.0164
bout,3,0.1338,0.0164
members,3,0.1338,0.0164
imagine,3,0.1338,0.0164
story,3,0.1338,0.0164
store,3,0.1338,0.0164
😒,3,0.1338,0.0164
pari,3,0.1338,0.0164
está,3,0.1338,0.0164
😊,3,0.1338,0.0164
grace,3,0.1338,0.0164
b,3,0.1338,0.0164
marriage,3,0.1338,0.0164
toward,3,0.1338,0.0164
indonesia,3,0.1338,0.0164
lil,3,0.1338,0.0164
amas,3,0.1338,0.0164
8,3,0.1338,0.0164
treet,3,0.1338,0.0164
pictures,3,0.1338,0.0164
fans,3,0.1338,0.0164
invite,3,0.1338,0.0164
both,3,0.1338,0.0164
else,3,0.1338,0.0164
talking,3,0.1338,0.0164
di,3,0.1338,0.0164
httpssoundcloudcomreal607entertainmentuntitled7,3,0.1338,0.0164
casepromotion,3,0.1338,0.0164
😘😘,3,0.1338,0.0164
anymore,3,0.1338,0.0164
