token,frequency
:(,3
die,3
says,3
along,3
lindsay,3
rafael,3
live,3
figure,3
alway,3
product,3
may,3
yes!!!!,3
si,3
police,3
sorted,3
el,3
car!,3
es,3
💕,3
ring,3
wouldn’t,3
2,3
much?,3
craig,3
ideas,3
régis,3
sale,3
order,3
😍😍😍😍😍😍😍,3
cannot,3
murray,3
joker,3
spare,3
many,3
por,3
want!,3
qué,3
myself,3
theater,3
without,3
thinking,3
either,3
business,3
ok,3
ou,3
het,3
you!,3
diner!!,3
faces?,3
cinema,3
again,3
poor,3
original,3
cameron,3
te,3
paying,3
hodges,3
fan,3
واو,3
lisa,3
pass,3
gunn,3
richard,3
full,3
🤣,3
you’re,3
two,3
tacky,3
tão,3
glad,3
ça,3
des,3
rodriguez,3
lol.,3
sense,3
dream,3
playing,3
hell,3
style,3
late,3
haven't,3
amazing!!!,3
found,3
robert,3
reason,3
voor,3
à,3
dont,3
heads,3
least,3
😛,3
jordan,3
😎,3
😆,3
😬,3
😞,3
wilson,3
built,3
kan,3
most,3
ka,3
dom,3
thomas,3
diner!!!,3
luke,3
alexander,3
city.,3
jade,3
individual,3
sophie,3
grocer,3
greg,3
[[video_inline]],3
available,3
😭,3
👍🏼,3
chloe,3
fire,3
else,3
fun,3
robin,3
"buildings,",3
nikki,3
couple,3
bloody,3
alexandra,3
absolutely,3
added,3
bells,3
anne,3
anna,3
"this,",3
santa,3
carol,3
stuart,3
esse,3
forward,3
....,3
ur,3
graham,3
points,3
smiley,3
once,3
lego!,3
they've,3
ryan,3
video,3
giving,3
makes,3
thats,3
kristina,3
few,3
baby,3
wonderful,3
taj,3
building.,3
brian,3
sim,3
fits,3
"wow,",3
wow!,3
omg!!!!,3
announced,3
shut,3
josé,3
mae,3
evans,3
have!,3
bet,3
modulars.,3
face,3
bring,3
fans,3
joanna,3
cole,3
sets.,3
bought,3
hawkins,3
plain,3
jukebox,3
architecture.,3
matthew,3
brad,3
valerie,3
já,3
lauren,3
wel,3
match,3
?,3
although,3
en,3
promise,3
reminds,3
wife,3
erin,3
stewart,3
andre,2
lee,2
worth,2
jacob,2
50’s,2
isn't,2
tagging,2
oooh,2
present?,2
me.,2
second,2
hate,2
rest.,2
😌,2
kids,2
pieces.,2
bry,2
cough,2
hospital,2
adult,2
mc,2
mi,2
example,2
😱😱,2
lindsey,2
elizabeth,2
!!!!,2
arch,2
types,2
things,2
figs,2
ideias,2
satisfied,2
off,2
went,2
evolve,2
maria,2
!!!!!,2
dawn,2
mandy,2
day.,2
day!,2
foto,2
standard,2
shelves,2
days,2
"i,",2
toy,2
macula,2
👌,2
"floor,",2
took,2
helen,2
target,2
palace,2
much!,2
mind,2
well.,2
strength,2
responsible,2
dessa,2
wells,2
y,2
regular,2
that!!,2
doesn’t,2
melhor,2
radio,2
watch,2
nathan,2
😭😭😭,2
bag,2
w.,2
um!,2
debs,2
até,2
excited!,2
money.,2
karen,2
genevieve,2
o'dell,2
catch,2
n,2
near,2
suppose,2
fielding,2
sousa,2
cann,2
il,2
80s,2
plates,2
ella,2
hang,2
kit,2
characters,2
gustavo,2
lucas,2
spencer,2
yep,2
perfect!,2
previous,2
så,2
need!!!!,2
natal,2
designers,2
mir,2
vip,2
bricks.,2
dear,2
ich,2
cooper,2
stefan,2
car!!,2
plus,2
algo,2
ems,2
joseph,2
war,2
sofia,2
michelle,2
becoming,2
builds,2
isana,2
ship,2
maili,2
lo,2
til,2
khm,2
leacock,2
dustin,2
minifigure,2
younger,2
roe,2
themes,2
wicked,2
william,2
omg!!!,2
leave,2
teal,2
you’ll,2
attic,2
sign,2
colin,2
cost,2
roxanne,2
zattoni,2
current,2
appeal,2
Ça,2
address,2
boy,2
brilliant,2
usually,2
omggggg,2
simmons!!,2
guiala,2
awesome!!!!,2
till,2
crammed,2
series.,2
❤️❤️,2
cute.,2
imamura,2
😮😮😮😮,2
beverley,2
dennis,2
regalo,2
designer,2
?!,2
man,2
sa,2
fête,2
"no,",2
no!,2
ga,2
main,2
janeiro,2
chelsea,2
hall,2
wong,2
jamen,2
em,2
ek,2
bradley,2
this....,2
et,2
gonzalez,2
jackson,2
fazer,2
carr,2
re-release,2
keith,2
care,2
square.,2
gordon,2
maharaj,2
carney,2
tell,2
we're,2
"american,",2
alan,2
released,2
wide,2
need!,2
there’s,2
🎁,2
"nice,",2
carolina,2
samuel,2
"space,",2
hooper,2
next!,2
diner.,2
"diner,",2
stanley,2
outside,2
between,2
screen,2
como,2
lopez,2
"yep,",2
",",2
couldn't,2
save,2
oliver,2
marc,2
yes.,2
mary,2
andrea,2
polly,2
middle,2
fatima,2
pam,2
cute!!!!,2
northan,2
harris,2
conor,2
floor,2
comes,2
gorgeous!,2
patrícia,2
rebekah,2
harrison,2
ahhhh,2
gym!,2
ross,2
around,2
moi,2
disappointed,2
color,2
christina,2
rachael,2
moreno,2
giguere,2
legal,2
think.,2
lego!!!,2
think?,2
throw,2
ace,2
favorite,2
os,2
:)),2
area,2
you?,2
shannon,2
they're,2
faces.,2
detailed,2
certain,2
heather,2
separate,2
i️,2
natalie,2
natalia,2
one!!!!,2
dyer,2
griffin,2
tu,2
awful,2
morley,2
large,2
past,2
modulars...,2
90s,2
sun,2
anniversary,2
🤗,2
loose,2
tracks,2
🤩,2
£150,2
family,2
aimed,2
🙄,2
almost,2
6,2
knows,2
det,2
def,2
beautiful,2
intended,2
brett,2
purchase.,2
garcía,2
fraser,2
trade,2
logan,2
through,2
curtis,2
it?,2
great!,2
all.,2
powell,2
trailer,2
neil,2
house.,2
katrina,2
connect,2
research,2
sharon,2
houses,2
imagine,2
loads,2
gardner,2
this?!,2
wages,2
miss,2
option,2
sanders,2
😔,2
😄,2
gotten,2
😯,2
dani,2
lil,2
becca,2
kim,2
liz,2
play,2
bottle,2
minha,2
"yeah,",2
gabe,2
naomi,2
restaurant.,2
modular.,2
grew,2
basement,2
double,2
you!!,2
city!,2
angie,2
2.5,2
missing,2
both,2
hint,2
point,2
all!!,2
price?,2
either.,2
brick,2
kathy,2
what's,2
convert,2
anthony,2
towns,2
neeeeeeed,2
bhavna,2
dominic,2
owen,2
rid,2
octan,2
moment,2
spent,2
obviously,2
leong,2
tim,2
haley,2
kaitlin,2
courtney,2
excited,2
bin,2
...,2
marcy,2
donna,2
brent,2
pet,2
run,2
dammann,2
mcadam,2
anything,2
seeing,2
alison,2
podes,2
won’t,2
line,2
real.,2
side.,2
chan,2
helping,2
sides,2
age,2
walker,2
she's,2
"cities,",2
hello,2
"lego,",2
nuno,2
freakin,2
gina,2
more.,2
fleming,2
mcwilliams,2
having,2
gutierrez,2
other.,2
está,2
"that,",2
that.,2
waiting,2
leo,2
sinn,2
let,2
others,2
calvin,2
sheila,2
esperança,2
modular!,2
wil,2
use,2
jonathan,2
carroll,2
tanya-anne,2
train,2
justin,2
us!,2
high,2
tag,2
"building,",2
stock,2
harding,2
chow,2
nancy,2
ainda,2
it!!!!,2
perfect,2
falcon,2
line.,2
nostalgic,2
2018,2
ferguson,2
kiss,2
front,2
gareth,2
"bell,",2
mijn,2
sandy,2
[[gif]],2
ech,2
studio.,2
😍😍😍😍😍,2
osborne,2
davis,2
kendall,2
pamment,2
art,2
hehe,2
be!,2
their,2
sian,2
loved,2
ben,2
yes...,2
sous...,2
dunscombe,2
davies,2
allie,2
lindo,2
modulars!,2
aww,2
jorge,2
caitlin,2
frederick,2
looked,2
you'll,2
movie,2
away,2
ho,2
parker,2
$500,2
gibson-yates,2
bedroom,2
"mean,",2
based,2
true!,2
bernard,2
perdon,2
please?,2
thomson,2
turner,2
mercedes,2
gibson,2
spotted,2
builds.,2
tristan,2
closer,2
dla,2
sets!,2
janet,2
jon,2
richards,2
figures,2
$169.99,2
"oh,",2
cc,2
malcolm,2
taylor,2
table,2
addition,2
releasing,2
hmm,2
value,2
va,2
uberti,2
"architecture,",2
rodrigo,2
set?,2
"look,",2
une,2
ball,2
samantha,2
iou,2
broke,2
ashley,2
let’s,2
town.,2
buxton,2
ohhh,2
because,2
again.,2
liking,2
peter,2
leak,2
quero!,2
mini,2
ace!,2
birthday!,2
r,2
actual,2
må,2
chance,2
letters,2
blower,2
goals,2
beau!!!!,2
below,2
piece,2
display,2
erik,2
coisa,2
suzanne,2
details,2
incredibly,2
star,2
stay,2
kinda,2
gap,2
heidi,2
